ID,Calories Burn,Heart Rate,Age,Gender
938,492.8911564,164,49,Female
939,136.2369864,117,45,Male
940,484.3642921,134,19,Female
941,289.2142595,171,52,Male
942,227.2208201,110,38,Male
943,142.1567326,108,29,Female
944,408.047696,134,56,Female
945,248.1259355,162,60,Female
946,390.9711952,130,51,Female
947,316.3210063,137,50,Female
948,172.890721,127,40,Male
949,478.5874154,143,35,Female
950,318.9146708,176,43,Male
951,332.3014109,155,33,Male
952,265.0913067,168,30,Female
953,338.0498032,123,39,Female
954,202.8338617,109,20,Female
955,338.1368816,114,57,Male
956,468.8856342,162,41,Male
957,114.2043064,170,37,Male
958,239.5664237,139,38,Male
959,264.740601,163,25,Female
960,230.099707,148,60,Male
961,315.2101926,172,49,Female
962,436.8934466,129,23,Female
963,213.9911805,104,50,Female
964,212.7345413,178,58,Female
965,206.0827002,150,36,Female
966,258.1297445,178,20,Male
967,401.5742377,144,33,Female
968,397.0154699,127,35,Female
969,318.6244878,154,41,Female
970,464.5616392,145,55,Female
971,194.4642487,128,22,Male
972,398.3121009,160,28,Female
973,486.824614,119,47,Male
974,394.4824792,162,60,Female
975,380.0062834,103,23,Male
976,246.5398564,146,36,Male
977,334.2476974,148,40,Male
978,409.7592216,132,52,Female
979,406.2495364,106,25,Male
980,202.4693245,156,26,Female
981,424.6454668,146,51,Male
982,287.7794309,102,41,Male
983,468.0831993,169,32,Female
984,159.7415071,179,40,Male
985,360.5950919,159,34,Male
986,255.9905052,132,32,Female
987,331.1545966,121,59,Male
988,167.1968829,141,20,Male
989,412.8612039,151,45,Male
990,347.1066305,153,41,Male
991,157.7344324,174,31,Male
992,335.0430364,159,40,Male
993,235.860477,158,57,Male
994,162.9388453,128,23,Male
995,460.9888802,161,28,Female
996,149.5248756,113,44,Female
997,241.9107859,178,57,Male
998,316.5047949,117,26,Female
999,246.0374158,129,37,Female
1000,197.2806886,103,27,Male
1001,471.1113045,101,44,Male
1002,318.9829625,128,51,Male
1003,186.4700524,147,49,Male
1004,220.8393558,178,21,Female
1005,379.1483854,149,40,Female
1006,448.6468096,138,49,Male
1007,158.9206394,109,29,Female
1008,455.6028096,115,53,Female
1009,200.038655,176,60,Female
1010,153.7189593,179,28,Female
1011,352.8501576,149,56,Male
1012,255.1434978,172,57,Female
1013,351.6036738,130,44,Male
1014,419.6115933,121,33,Male
1015,483.4830743,180,40,Female
1016,342.5860784,150,23,Male
1017,497.1232635,106,27,Male
1018,235.4681201,171,19,Male
1019,229.9937419,156,20,Female
1020,485.9583442,102,32,Female
1021,459.3281906,151,30,Female
1022,268.2681405,172,20,Female
1023,443.6092357,176,47,Male
1024,248.8645242,158,55,Male
1025,165.7767754,180,59,Male
1026,455.4802421,151,30,Female
1027,378.7877239,138,42,Male
1028,268.6811835,105,39,Male
1029,290.9617039,119,19,Male
1030,164.5709455,123,48,Male
1031,111.951783,113,55,Male
1032,354.3181384,164,31,Male
1033,181.9821425,120,54,Male
1034,378.9263416,152,59,Female
1035,124.442392,137,46,Female
1036,190.8560694,144,23,Female
1037,147.8641091,178,25,Female
1038,331.0037781,168,53,Female
1039,123.8325514,103,58,Female
1040,460.4258035,166,42,Male
1041,441.9724439,167,51,Male
1042,286.7269113,169,53,Female
1043,416.3789064,159,57,Female
1044,237.662261,150,53,Male
1045,441.8384091,136,51,Female
1046,276.3963284,109,35,Male
1047,429.8562947,174,24,Female
1048,479.3447041,140,60,Female
1049,263.2309514,170,20,Male
1050,379.6836634,103,55,Female
1051,248.4022094,142,55,Male
1052,471.6523274,152,26,Female
1053,315.134657,138,19,Male
1054,199.070095,140,37,Female
1055,153.9771711,123,57,Female
1056,267.0537986,119,21,Male
1057,352.5816581,146,26,Male
1058,494.3412068,167,43,Male
1059,286.1961007,128,40,Male
1060,162.6347389,169,37,Male
1061,203.526118,132,28,Male
1062,272.7428795,140,47,Male
1063,149.1698761,124,24,Male
1064,476.314961,163,55,Female
1065,440.9644402,177,53,Male
1066,402.3269957,160,60,Female
1067,282.1231772,109,28,Female
1068,242.6442661,137,55,Female
1069,146.2761942,140,57,Female
1070,370.9991573,163,37,Female
1071,254.4726245,110,60,Female
1072,157.9053802,155,24,Female
1073,293.1101426,167,34,Male
1074,181.2059271,133,21,Female
1075,177.8843021,178,23,Male
1076,459.8923208,165,35,Female
1077,304.8212345,112,59,Female
1078,361.2723881,155,28,Male
1079,258.3796766,112,25,Female
1080,153.2378135,178,52,Male
1081,202.2759224,139,30,Female
1082,344.37167,138,20,Male
1083,270.3879667,101,20,Female
1084,325.6644081,131,44,Female
1085,469.7764769,124,18,Male
1086,291.2966335,174,46,Female
1087,467.2520049,134,55,Male
1088,162.3240957,156,43,Male
1089,460.0235184,169,32,Male
1090,470.6964459,118,33,Female
1091,282.8562195,148,26,Female
1092,228.2634666,164,31,Female
1093,291.0981977,175,38,Female
1094,252.7797757,147,18,Male
1095,239.7739655,121,59,Female
1096,472.4770131,167,34,Female
1097,402.7701226,165,27,Male
1098,359.7106274,127,36,Female
1099,244.9505762,104,47,Female
1100,390.0232911,122,31,Male
1101,302.8808717,166,51,Female
1102,233.0826471,101,34,Female
1103,261.2529234,150,48,Female
1104,206.1528231,177,19,Male
1105,288.4002749,165,38,Male
1106,470.2955313,130,57,Male
1107,229.099368,105,50,Female
1108,424.8608163,147,38,Male
1109,214.1334901,148,31,Female
1110,392.2326512,147,20,Female
1111,199.6807832,167,52,Female
1112,187.9180752,134,58,Male
1113,206.6098795,150,35,Female
1114,177.6448542,112,50,Male
1115,379.7556381,156,20,Male
1116,225.8019498,172,31,Female
1117,432.2901133,110,30,Female
1118,120.0377092,124,44,Male
1119,329.7259511,129,53,Male
1120,365.703042,131,55,Male
1121,426.1015755,132,56,Male
1122,269.9155164,161,58,Male
1123,391.2564652,119,42,Female
1124,294.9099212,176,49,Female
1125,486.9604257,172,29,Female
1126,499.1198143,164,34,Female
1127,313.5284395,160,57,Male
1128,153.1342344,140,53,Female
1129,345.4395621,164,22,Female
1130,402.9507206,161,39,Female
1131,220.1928779,114,40,Female
1132,307.6081566,124,42,Male
1133,121.3400111,128,53,Male
1134,293.0007588,119,35,Male
1135,302.5139055,115,18,Male
1136,462.5884207,157,48,Female
1137,195.6545515,128,47,Female
1138,368.5759237,157,41,Female
1139,497.3445312,124,23,Female
1140,390.2524286,161,31,Male
1141,454.999775,115,58,Male
1142,237.065207,147,46,Male
1143,220.6781549,163,27,Female
1144,194.0285692,119,19,Female
1145,382.4137967,177,40,Female
1146,139.7260242,146,35,Female
1147,491.5558116,133,44,Female
1148,295.7498208,153,37,Female
1149,229.2967447,104,45,Male
1150,377.2350325,161,51,Female
1151,136.799053,179,18,Female
1152,156.0292691,129,55,Female
1153,363.3329258,133,21,Female
1154,323.322721,159,38,Male
1155,118.9293663,111,29,Female
1156,103.4077729,112,42,Male
1157,347.7857184,131,35,Male
1158,374.0698299,105,38,Female
1159,303.5326009,104,52,Male
1160,122.9568864,157,26,Male
1161,351.5153421,169,48,Male
1162,476.5312529,121,26,Male
1163,119.318077,104,38,Male
1164,452.9872239,162,32,Female
1165,124.640034,124,35,Male
1166,234.4421739,108,29,Female
1167,169.8151835,115,31,Female
1168,414.4895656,106,54,Female
1169,403.5327113,106,51,Female
1170,497.0456839,148,49,Female
1171,274.0554667,140,57,Female
1172,251.5909139,168,25,Male
1173,286.6270999,176,58,Female
1174,319.9643785,153,35,Female
1175,154.9516565,102,47,Male
1176,495.1174753,165,26,Male
1177,250.4155555,133,45,Male
1178,240.3380666,174,30,Female
1179,450.0985289,116,35,Female
1180,384.4423529,102,21,Male
1181,493.3697935,146,23,Female
1182,217.4564324,105,43,Male
1183,244.4497077,137,29,Female
1184,224.546633,133,32,Male
1185,162.3551795,171,35,Male
1186,385.8101995,111,38,Male
1187,248.3805545,158,59,Female
1188,138.2748603,103,22,Male
1189,455.9957131,153,28,Male
1190,245.0932438,124,53,Female
1191,134.0670043,135,19,Male
1192,462.0272392,102,41,Male
1193,191.4835148,131,56,Male
1194,480.1571167,167,34,Female
1195,221.2327366,163,59,Female
1196,172.7737226,146,42,Female
1197,222.6653895,126,33,Male
1198,145.4345932,146,18,Female
1199,392.1928159,112,38,Male
1200,256.8632687,107,19,Female
1201,412.8450077,151,51,Female
1202,289.4695531,105,25,Male
1203,382.9806095,113,55,Female
1204,497.5055234,107,18,Female
1205,474.250257,131,40,Female
1206,485.7324642,154,34,Female
1207,490.0999329,100,58,Male
1208,412.8366881,163,42,Male
1209,140.2866781,163,38,Female
1210,258.3300069,162,57,Female
1211,143.7643935,112,29,Female
1212,437.5092959,109,50,Female
1213,142.5532078,172,43,Male
1214,398.7192628,153,36,Male
1215,437.9381057,138,59,Female
1216,455.6836518,110,21,Male
1217,212.6397435,154,29,Female
1218,399.1868185,116,38,Female
1219,264.3640517,117,39,Male
1220,210.7590049,145,45,Male
1221,309.2233373,102,49,Female
1222,345.5126398,174,45,Female
1223,261.1235162,106,31,Female
1224,434.6607157,168,48,Female
1225,233.2246017,106,48,Female
1226,112.7552538,172,58,Female
1227,212.8740495,170,38,Female
1228,323.8020372,114,55,Male
1229,191.7006553,158,28,Female
1230,470.8043757,180,28,Male
1231,499.469389,120,57,Male
1232,290.6342623,140,23,Male
1233,476.784066,152,50,Male
1234,308.5687862,146,52,Male
1235,448.4968511,162,56,Male
1236,229.7027804,104,47,Male
1237,286.938181,124,34,Female
1238,389.4549058,158,33,Male
1239,483.2205114,111,19,Male
1240,348.8497375,142,21,Female
1241,111.2424286,175,26,Male
1242,395.7273903,129,57,Female
1243,278.9326736,102,28,Male
1244,240.6765304,122,37,Female
1245,302.9070343,180,52,Female
1246,228.4028087,119,55,Male
1247,285.8977732,118,58,Female
1248,166.8134957,146,59,Female
1249,208.2767999,118,59,Male
1250,323.152078,161,39,Female
1251,158.6397819,136,59,Female
1252,251.8977961,131,41,Male
1253,398.7515546,146,53,Male
1254,284.9602423,108,48,Male
1255,487.2492538,166,40,Male
1256,425.5654514,137,34,Female
1257,416.3543749,165,38,Female
1258,277.2572948,139,39,Male
1259,155.1713756,118,23,Male
1260,315.9504184,138,54,Male
1261,483.846052,122,35,Male
1262,474.2958554,135,29,Female
1263,334.6002455,116,45,Female
1264,337.8037502,122,44,Male
1265,497.3844806,146,22,Female
1266,351.5794091,167,45,Female
1267,292.7667682,141,33,Female
1268,386.9984545,133,26,Male
1269,420.328058,136,18,Female
1270,115.3049248,105,44,Male
1271,440.2505199,101,20,Male
1272,243.2626189,174,47,Female
1273,242.9459727,148,58,Male
1274,110.0936135,101,39,Female
1275,126.682745,119,48,Male
1276,482.5556173,159,45,Female
1277,180.5731018,172,24,Female
1278,132.5519191,159,40,Female
1279,272.0461926,115,50,Male
1280,131.5236592,140,45,Female
1281,220.1836261,120,45,Female
1282,317.0952789,175,54,Male
1283,439.2054302,162,30,Female
1284,199.8216427,133,59,Female
1285,128.3047852,156,56,Male
1286,461.5560362,167,38,Male
1287,184.8659399,157,18,Male
1288,404.8550843,111,41,Female
1289,205.4542319,124,49,Male
1290,462.5433564,137,41,Female
1291,437.7408099,139,58,Male
1292,303.7871757,125,43,Male
1293,192.5014018,160,54,Male
1294,277.3884062,133,54,Female
1295,137.5834754,112,60,Male
1296,266.9175378,168,30,Male
1297,140.7493927,161,59,Male
1298,355.5510692,104,41,Female
1299,176.2181587,154,29,Male
1300,251.0869999,107,28,Female
1301,220.9869606,109,18,Male
1302,431.2226394,128,36,Female
1303,405.9524374,119,19,Male
1304,369.9529459,113,55,Female
1305,320.8127288,117,24,Male
1306,232.3517873,145,60,Female
1307,368.0611095,110,40,Male
1308,453.0992153,166,26,Male
1309,436.7807271,171,56,Female
1310,351.3665316,128,34,Female
1311,477.4161297,148,49,Male
1312,154.6609467,167,44,Male
1313,173.8278392,161,19,Male
1314,398.7470963,109,22,Female
1315,264.3753305,119,57,Female
1316,431.8683719,137,43,Female
1317,375.2590785,124,39,Male
1318,488.7017015,118,45,Male
1319,390.3160752,142,31,Male
1320,231.5202935,126,21,Female
1321,134.9360022,121,36,Male
1322,412.1433699,107,27,Male
1323,422.4184157,121,56,Female
1324,373.1221957,157,45,Female
1325,430.9450318,140,30,Female
1326,229.6350943,116,42,Male
1327,125.2213256,129,35,Female
1328,450.5810451,137,40,Male
1329,200.6749022,141,52,Male
1330,475.5633622,138,57,Female
1331,243.3980606,137,40,Female
1332,118.3621831,134,25,Male
1333,250.4691299,136,42,Female
1334,188.4527864,169,36,Female
1335,107.7136678,151,26,Male
1336,234.5231056,107,52,Female
1337,343.7092553,117,52,Female
1338,465.1517306,129,19,Female
1339,384.1218693,124,49,Female
1340,336.8089855,103,37,Male
1341,397.3097751,101,41,Female
1342,473.4983079,143,19,Female
1343,366.3149122,111,24,Female
1344,122.8322138,118,25,Male
1345,494.8277905,143,59,Male
1346,463.7516278,113,55,Female
1347,218.2907683,108,29,Male
1348,420.5033108,128,45,Male
1349,368.2263539,131,24,Male
1350,421.1660064,140,43,Male
1351,438.2204109,131,41,Male
1352,322.2203227,118,46,Male
1353,206.674512,175,32,Female
1354,420.0905699,128,35,Female
1355,341.755844,161,24,Male
1356,319.0932637,174,33,Male
1357,170.7203478,110,55,Male
1358,368.5446267,102,45,Male
1359,330.4566099,124,56,Male
1360,223.6181911,143,41,Male
1361,379.1055935,144,19,Male
1362,146.3020064,119,44,Female
1363,278.3607433,155,60,Male
1364,161.8083552,116,57,Male
1365,485.7356082,172,43,Male
1366,133.0726902,155,18,Male
1367,496.833931,114,59,Male
1368,442.3263305,135,32,Female
1369,253.0569035,148,38,Female
1370,240.5285481,168,45,Female
1371,194.0230348,169,54,Female
1372,456.5112759,152,32,Female
1373,291.615166,112,33,Male
1374,229.4822614,145,25,Female
1375,252.9407761,168,26,Female
1376,292.3510209,102,35,Male
1377,371.05946,158,26,Female
1378,420.4431128,135,42,Female
1379,188.7721477,113,60,Male
1380,393.4651723,128,53,Male
1381,439.2958244,149,59,Female
1382,415.5687572,131,54,Male
1383,340.5204191,121,25,Male
1384,107.5426171,114,42,Female
1385,280.2025412,166,43,Male
1386,401.5118209,138,44,Male
1387,215.4025353,115,53,Male
1388,472.8842644,129,57,Female
1389,452.4305079,145,45,Male
1390,423.5263821,171,18,Male
1391,344.4152182,112,25,Female
1392,401.2688491,115,38,Male
1393,483.9417791,106,30,Male
1394,321.7249052,163,54,Female
1395,132.7139134,110,23,Female
1396,170.8059674,147,31,Female
1397,356.4168235,125,42,Female
1398,435.4755773,133,45,Male
1399,323.9031529,109,36,Female
1400,267.6860694,179,38,Male
1401,280.065319,150,41,Male
1402,396.3321585,153,49,Female
1403,198.3174936,168,46,Male
1404,167.9966065,155,22,Male
1405,241.4443889,168,30,Female
1406,236.0766614,152,23,Male
1407,416.5850965,161,44,Male
1408,173.2933557,127,25,Male
1409,318.3628965,112,47,Male
1410,338.0502883,114,18,Male
1411,198.2195641,171,29,Male
1412,488.7330306,126,50,Female
1413,139.4745556,169,59,Female
1414,137.380076,123,28,Male
1415,239.4348273,111,60,Female
1416,444.6992823,162,35,Female
1417,149.0633406,147,32,Male
1418,394.6466637,180,24,Male
1419,299.456152,150,46,Female
1420,345.3533659,125,40,Female
1421,196.855735,125,36,Male
1422,248.3806343,144,53,Male
1423,199.7305682,146,51,Female
1424,334.5743093,117,31,Female
1425,416.4445772,124,40,Male
1426,463.0918012,130,45,Female
1427,401.108823,101,22,Male
1428,236.1693842,154,31,Male
1429,470.5824682,156,34,Female
1430,493.5577529,132,48,Male
1431,278.3084535,116,40,Male
1432,444.4839763,115,40,Male
1433,262.7202968,152,47,Male
1434,107.3406003,167,57,Male
1435,271.3059975,170,56,Female
1436,212.4625142,148,33,Female
1437,403.6966285,100,34,Female
1438,488.5922311,151,28,Male
1439,396.2980235,165,59,Female
1440,401.9023759,100,30,Male
1441,423.4228704,165,44,Female
1442,100.7159422,116,41,Female
1443,494.2259605,171,25,Female
1444,291.7430827,168,36,Female
1445,135.9016038,101,32,Female
1446,336.9607152,172,37,Female
1447,438.095402,170,33,Female
1448,416.4868002,142,37,Female
1449,482.1131089,107,27,Female
1450,386.4863697,143,40,Female
1451,224.6120062,163,31,Male
1452,344.7820762,160,54,Male
1453,460.7485834,141,49,Male
1454,245.7171227,126,55,Female
1455,419.8863392,129,55,Female
1456,414.0294815,168,36,Female
1457,157.4321045,155,49,Male
1458,449.8900042,120,29,Male
1459,358.1205522,173,33,Male
1460,150.3878441,173,27,Male
1461,284.862387,144,31,Male
1462,362.6923853,161,26,Male
1463,168.788833,119,50,Female
1464,164.2644045,103,42,Female
1465,172.4127044,164,33,Female
1466,212.7809518,148,40,Male
1467,256.2492169,140,51,Male
1468,266.2794297,148,33,Female
1469,284.6226574,128,33,Female
1470,157.3966439,100,53,Female
1471,497.5535463,147,36,Female
1472,200.9456693,175,34,Male
1473,397.8180673,145,33,Female
1474,287.4500567,121,59,Female
1475,407.3836265,113,26,Female
1476,252.8534605,146,53,Male
1477,441.0884399,153,50,Male
1478,168.9911685,174,43,Male
1479,338.5197044,174,44,Female
1480,211.1936351,150,49,Male
1481,414.1294657,102,48,Male
1482,126.11918,116,51,Male
1483,490.2873393,136,34,Male
1484,404.9903631,102,36,Female
1485,308.753138,148,25,Female
1486,439.7117745,155,23,Female
1487,289.9867586,180,31,Male
1488,252.0439109,153,52,Male
1489,212.9979123,162,45,Female
1490,164.3211054,125,50,Male
1491,119.6057488,164,18,Male
1492,342.1903013,148,50,Female
1493,217.1349417,117,60,Male
1494,377.2972227,161,20,Female
1495,336.7816057,127,41,Male
1496,448.2414351,141,59,Female
1497,410.990607,141,52,Female
1498,198.6019988,148,52,Male
1499,350.349462,160,22,Female
1500,112.884562,166,35,Female
1501,102.969452,111,49,Male
1502,435.3355112,137,55,Female
1503,177.2761876,115,21,Male
1504,169.7315488,126,58,Female
1505,370.4237601,158,36,Male
1506,298.0727811,102,43,Female
1507,461.7689669,100,23,Female
1508,187.3388442,178,48,Male
1509,471.5365786,164,34,Female
1510,160.4127488,103,51,Female
1511,165.6246853,129,43,Male
1512,351.3173199,113,44,Male
1513,208.2143828,115,33,Male
1514,439.7427892,117,45,Male
1515,200.0477121,128,40,Female
1516,270.0914727,111,35,Male
1517,497.8752974,164,48,Male
1518,202.0923047,160,31,Female
1519,408.6805585,164,32,Female
1520,355.8863515,146,32,Female
1521,306.4364815,115,30,Male
1522,488.0199768,155,26,Male
1523,150.9458336,146,53,Male
1524,182.0207481,109,33,Female
1525,460.7632088,173,58,Male
1526,395.7818258,152,37,Female
1527,294.0214406,158,46,Male
1528,323.0396262,114,28,Female
1529,244.8819478,119,53,Female
1530,460.7324491,173,45,Male
1531,146.0793262,116,28,Male
1532,312.4136138,105,25,Male
1533,187.366311,167,47,Female
1534,159.3728367,164,20,Male
1535,193.4577639,130,40,Male
1536,300.9538849,149,35,Male
1537,210.058121,110,39,Male
1538,451.4302191,104,48,Female
1539,371.2051117,140,41,Female
1540,207.7603606,130,54,Female
1541,352.4546488,163,27,Female
1542,298.418361,161,41,Female
1543,316.5890341,179,53,Female
1544,253.5159488,130,45,Male
1545,111.0911111,130,38,Male
1546,406.9542267,180,59,Male
1547,309.8301053,159,45,Male
1548,441.7176246,175,32,Male
1549,154.2895486,136,50,Female
1550,473.2159514,118,52,Male
1551,296.7010113,179,52,Male
1552,137.6511258,152,22,Female
1553,490.8559776,143,40,Female
1554,127.6509369,103,51,Male
1555,415.6634203,130,50,Female
1556,308.5221725,103,35,Female
1557,448.830305,123,34,Male
1558,148.8615945,105,20,Male
1559,218.1384595,123,37,Female
1560,487.8769844,169,22,Female
1561,386.3751923,145,21,Male
1562,423.3551938,116,21,Female
1563,401.3782532,120,47,Female
1564,474.8552623,110,53,Female
1565,271.6324983,129,25,Male
1566,308.6113676,117,60,Female
1567,376.360605,153,41,Female
1568,373.0254911,126,31,Female
1569,299.6662853,121,51,Male
1570,215.2148518,123,54,Male
1571,499.8592625,179,35,Male
1572,294.1830335,104,36,Male
1573,417.1951568,176,41,Male
1574,421.0811877,157,30,Male
1575,262.8214399,111,39,Male
1576,358.319975,162,53,Male
1577,107.7812764,104,42,Female
1578,412.1758646,162,22,Male
1579,255.7052386,143,29,Male
1580,273.0937939,155,46,Female
1581,263.3022496,146,38,Female
1582,383.4221806,124,23,Male
1583,154.8543114,144,29,Female
1584,174.404291,168,31,Male
1585,440.5625199,140,47,Female
1586,237.7140507,172,22,Female
1587,434.4120556,164,52,Female
1588,180.7021929,167,19,Male
1589,205.0907575,129,21,Male
1590,422.5301823,156,30,Male
1591,423.1128103,158,52,Female
1592,155.4824533,174,27,Male
1593,390.9933257,102,20,Female
1594,409.5340857,130,36,Male
1595,252.2864203,104,35,Female
1596,407.1381999,155,31,Male
1597,439.0952903,124,56,Female
1598,315.3364287,140,60,Male
1599,476.473668,107,31,Female
1600,252.0410698,143,54,Male
1601,337.8581946,143,19,Male
1602,317.6667175,141,49,Female
1603,354.4663589,123,46,Female
1604,433.5836446,159,56,Female
1605,304.8592557,117,20,Female
1606,233.3583454,157,26,Female
1607,231.3667893,170,59,Female
1608,419.6214492,125,21,Male
1609,432.7074314,127,20,Male
1610,307.2207342,160,24,Male
1611,310.6907285,133,57,Male
1612,237.4469857,153,27,Male
1613,239.0615845,171,46,Female
1614,428.5366964,145,18,Male
1615,110.6202259,174,23,Male
1616,448.838026,119,46,Male
1617,406.1393663,122,20,Male
1618,159.8598135,180,23,Male
1619,251.2931546,133,24,Female
1620,128.2299933,105,57,Female
1621,240.9688306,142,32,Male
1622,207.9190409,170,44,Male
1623,234.7350713,102,33,Female
1624,249.739253,148,55,Male
1625,467.0645438,154,27,Female
1626,351.564919,112,19,Female
1627,404.4097668,133,20,Female
1628,142.1845496,163,49,Male
1629,170.8054984,141,54,Female
1630,262.7334047,102,23,Female
1631,273.396663,160,45,Female
1632,335.8988774,122,55,Male
1633,229.29145,104,30,Female
1634,254.7610849,134,50,Male
1635,382.0635671,108,23,Female
1636,278.3260601,120,18,Male
1637,352.9550334,109,53,Female
1638,195.7600108,146,36,Female
1639,189.9629965,164,27,Male
1640,499.2445316,167,46,Male
1641,181.4555223,146,55,Male
1642,173.7720083,136,59,Male
1643,196.1226109,159,39,Female
1644,427.3286252,175,18,Female
1645,463.0944147,115,55,Female
1646,136.2371793,157,45,Female
1647,116.696443,124,34,Male
1648,459.9698568,164,43,Female
1649,436.6448007,163,29,Female
1650,241.557466,117,38,Female
1651,458.5605284,147,39,Male
1652,469.6932621,153,56,Female
1653,406.4984178,100,24,Female
1654,260.1852055,153,37,Female
1655,472.2727391,128,45,Male
1656,239.9947888,175,37,Male
1657,368.2090135,150,35,Female
1658,233.107551,109,30,Female
1659,324.6791328,152,48,Male
1660,338.6207494,142,34,Male
1661,298.3663584,143,55,Male
1662,460.075711,164,54,Male
1663,326.6496157,130,31,Male
1664,231.086955,148,50,Male
1665,341.8952361,179,55,Female
1666,126.7562235,180,51,Female
1667,427.2694783,162,38,Male
1668,392.6042705,175,25,Female
1669,325.4611207,130,51,Male
1670,254.6323778,114,26,Female
1671,255.3764829,155,30,Female
1672,189.1245321,179,24,Female
1673,285.9259742,134,49,Female
1674,179.4333092,146,19,Male
1675,283.2930913,171,44,Male
1676,472.1534215,180,53,Male
1677,426.5312255,135,52,Female
1678,436.1861753,118,51,Female
1679,109.3595931,112,57,Male
1680,326.5836765,135,55,Male
1681,243.5122567,107,31,Female
1682,131.5460192,174,25,Male
1683,328.0347869,170,29,Female
1684,364.9942203,124,35,Female
1685,336.2403375,119,24,Female
1686,103.3325126,136,34,Female
1687,212.100314,131,24,Male
1688,378.69894,158,24,Female
1689,261.7504915,175,46,Male
1690,275.6156495,105,31,Male
1691,332.0737915,152,28,Female
1692,279.990142,126,33,Female
1693,415.5747763,171,42,Male
1694,102.8899406,147,45,Male
1695,349.858267,100,54,Female
1696,233.5338726,167,49,Male
1697,498.4577708,136,36,Male
1698,463.9854823,117,43,Female
1699,329.1147065,138,29,Female
1700,443.0588671,139,51,Male
1701,397.0595311,120,52,Male
1702,344.4772874,167,53,Female
1703,364.2869231,130,32,Male
1704,114.4887896,131,45,Female
1705,378.4725663,150,19,Male
1706,172.8915393,109,56,Male
1707,101.4111008,110,26,Male
1708,497.7260605,153,49,Female
1709,103.1305643,100,21,Female
1710,311.6443303,112,55,Female
1711,482.5602878,151,30,Female
1712,228.4273889,175,57,Male
1713,236.2262839,124,26,Male
1714,371.4941228,155,28,Male
1715,438.7918899,156,57,Female
1716,342.5804559,157,19,Male
1717,182.6929135,168,38,Male
1718,482.0199961,144,24,Female
1719,392.4552971,162,38,Male
1720,103.6783971,124,34,Male
1721,349.5096026,128,46,Female
1722,273.6487492,137,56,Male
1723,231.674908,104,45,Female
1724,409.23795,140,34,Female
1725,139.3200721,114,49,Female
1726,265.9538356,175,39,Female
1727,428.3945673,159,30,Female
1728,227.3910955,168,53,Female
1729,455.6674096,105,43,Female
1730,119.352241,140,55,Male
1731,288.8135737,168,27,Female
1732,498.0750266,110,40,Male
1733,420.3164294,125,58,Female
1734,261.6085481,119,36,Female
1735,203.452186,152,35,Male
1736,179.9592493,165,34,Female
1737,360.731066,111,57,Male
1738,231.4440764,101,20,Male
1739,230.2891971,109,42,Male
1740,299.8318935,155,29,Male
1741,349.0657768,170,28,Male
1742,159.4728739,140,47,Female
1743,414.282085,159,58,Male
1744,104.1523199,178,56,Female
1745,219.9415185,121,30,Female
1746,100.640541,144,53,Female
1747,190.5980237,145,30,Male
1748,433.6136863,150,39,Male
1749,131.955134,166,37,Male
1750,126.4206003,116,21,Male
1751,260.4723187,174,36,Male
1752,460.7377119,139,57,Male
1753,262.0366091,112,29,Male
1754,476.4512878,103,37,Male
1755,457.8832026,154,54,Male
1756,258.1601101,161,24,Female
1757,247.4071464,151,40,Male
1758,203.8687745,134,45,Female
1759,234.9849113,169,55,Male
1760,371.6601067,145,52,Male
1761,256.6177603,162,35,Male
1762,278.144085,177,38,Male
1763,404.6053714,163,31,Female
1764,344.600162,100,26,Male
1765,279.5548964,164,33,Female
1766,290.2335632,130,58,Male
1767,244.5501736,162,47,Male
1768,105.2933605,147,19,Female
1769,405.3471359,153,34,Male
1770,405.7782143,131,39,Male
1771,379.0583018,164,32,Female
1772,285.2058764,175,40,Male
1773,274.5726266,141,55,Male
1774,483.2802476,150,32,Female
1775,220.8203055,152,42,Female
1776,189.4063605,111,33,Female
1777,149.3234367,154,37,Male
1778,366.4044274,172,56,Male
1779,198.1075852,147,28,Female
1780,395.6936727,139,33,Female
1781,418.9760751,154,28,Female
1782,123.6021291,106,21,Male
1783,277.1560256,144,60,Male
1784,261.9335967,144,21,Male
1785,282.508893,166,46,Female
1786,288.3883351,123,56,Female
1787,248.4475021,138,20,Female
1788,261.1505112,141,60,Male
1789,397.0394351,115,50,Female
1790,338.1532164,121,31,Female
1791,350.3191536,145,26,Female
1792,316.7888067,141,40,Male
1793,203.3477919,104,49,Male
1794,358.6804842,141,31,Male
1795,262.0552065,125,54,Female
1796,138.7971393,110,36,Male
1797,169.512364,167,49,Male
1798,255.5196144,113,59,Female
1799,460.2109374,171,60,Male
1800,359.0214068,153,20,Male
1801,400.4085129,132,52,Male
1802,441.6333932,116,33,Male
1803,360.4108797,110,60,Male
1804,158.3249996,144,47,Female
1805,154.5096905,144,42,Male
1806,436.6601355,146,60,Female
1807,460.5198913,172,48,Male
1808,196.2013048,101,39,Female
1809,404.2744931,155,48,Female
1810,290.4645595,137,47,Female
1811,187.3275303,106,51,Male
1812,233.098552,167,38,Male
1813,238.1146293,176,24,Male
1814,398.8834469,135,51,Male
1815,187.2908695,150,37,Female
1816,261.0401858,175,45,Male
1817,430.0216392,113,33,Male
1818,413.1880336,104,55,Female
1819,185.8681843,143,54,Female
