id,exercise,duration,calories_burnt,exercise_intensity
739,Exercise 3,48,498.0578514,6
740,Exercise 7,45,443.6820677,9
741,Exercise 2,40,404.2296632,9
742,Exercise 7,38,160.9989652,4
743,Exercise 3,28,405.8400528,5
744,Exercise 5,24,236.6634862,10
745,Exercise 1,32,305.7134946,9
746,Exercise 1,29,158.6061856,7
747,Exercise 3,55,183.265881,9
748,Exercise 5,35,396.1938119,1
749,Exercise 3,55,195.1433728,6
750,Exercise 3,57,264.4952955,7
751,Exercise 5,33,384.2900691,3
752,Exercise 5,58,434.4348526,2
753,Exercise 8,31,338.4604877,8
754,Exercise 10,50,465.5977867,1
755,Exercise 5,24,106.5164492,10
756,Exercise 7,52,342.7167344,3
757,Exercise 8,52,132.2370805,10
758,Exercise 7,54,153.1517219,2
759,Exercise 10,42,436.9822546,2
760,Exercise 9,31,139.3461872,2
761,Exercise 3,51,298.4747285,6
762,Exercise 2,37,141.7876269,5
763,Exercise 5,41,421.2605123,2
764,Exercise 6,53,426.9735908,8
765,Exercise 9,25,126.8243443,9
766,Exercise 8,59,390.0771505,10
767,Exercise 3,23,223.7913115,9
768,Exercise 3,29,262.7924783,4
769,Exercise 8,42,339.2596803,8
770,Exercise 2,22,198.3333177,7
771,Exercise 8,34,122.175859,9
772,Exercise 9,36,339.6366481,6
773,Exercise 10,31,481.3547785,10
774,Exercise 9,23,204.3039008,2
775,Exercise 10,41,224.3922235,6
776,Exercise 7,28,339.3398319,4
777,Exercise 7,40,433.213999,4
778,Exercise 6,44,147.9409531,3
779,Exercise 5,31,288.3752684,3
780,Exercise 8,21,169.1729085,9
781,Exercise 4,38,288.3727125,10
782,Exercise 3,60,104.7105399,2
783,Exercise 10,56,272.924756,5
784,Exercise 8,36,207.9720971,8
785,Exercise 8,37,381.0539419,10
786,Exercise 7,44,145.4272497,1
787,Exercise 10,43,109.3417457,6
788,Exercise 7,44,314.5997773,5
789,Exercise 2,52,439.1071332,10
790,Exercise 1,28,327.7625568,8
791,Exercise 7,35,298.6637251,1
792,Exercise 6,35,264.6853643,3
793,Exercise 7,37,146.0460356,10
794,Exercise 6,50,277.8503669,9
795,Exercise 9,43,393.4616476,3
796,Exercise 3,38,168.81148,8
797,Exercise 1,30,166.4929856,7
798,Exercise 3,26,458.4827377,6
799,Exercise 1,37,167.8359708,7
800,Exercise 1,25,300.926652,8
801,Exercise 8,29,305.1315214,3
802,Exercise 6,58,338.6593868,2
803,Exercise 2,54,313.3578849,4
804,Exercise 8,32,435.904466,2
805,Exercise 4,29,198.8614153,8
806,Exercise 3,52,407.0392255,5
807,Exercise 6,36,161.2751282,5
808,Exercise 4,43,133.3609136,9
809,Exercise 10,46,443.8741518,3
810,Exercise 4,45,104.4865029,6
811,Exercise 2,53,331.6546889,7
812,Exercise 2,50,350.0819478,3
813,Exercise 5,31,497.1074685,6
814,Exercise 1,28,246.116311,6
815,Exercise 6,48,205.5428236,9
816,Exercise 5,24,107.7727187,4
817,Exercise 3,51,356.3657632,8
818,Exercise 10,37,279.7525876,3
819,Exercise 9,36,352.9912474,3
820,Exercise 4,26,440.6746367,6
821,Exercise 10,56,358.9232923,1
822,Exercise 5,57,315.1098437,9
823,Exercise 3,47,223.9818966,10
824,Exercise 3,25,212.808226,7
825,Exercise 7,30,250.6913712,3
826,Exercise 1,45,305.8887684,8
827,Exercise 4,31,349.6416414,2
828,Exercise 4,35,298.7697469,5
829,Exercise 5,26,289.2051718,5
830,Exercise 6,53,398.0513164,2
831,Exercise 10,49,270.1047476,4
832,Exercise 1,45,291.5200879,7
833,Exercise 3,39,155.9238308,3
834,Exercise 5,31,136.7732452,10
835,Exercise 5,51,155.9653185,8
836,Exercise 1,55,156.0659293,4
837,Exercise 2,25,341.4907645,6
838,Exercise 1,52,126.0064904,1
839,Exercise 1,44,487.7179556,1
840,Exercise 1,43,265.9936322,1
841,Exercise 3,42,260.4144157,10
842,Exercise 6,46,266.086394,10
843,Exercise 7,49,361.8118776,10
844,Exercise 5,26,134.7168267,7
845,Exercise 6,22,282.2510047,2
846,Exercise 3,39,267.586877,3
847,Exercise 9,23,240.9749707,2
848,Exercise 1,55,499.0092086,10
849,Exercise 9,36,260.1289784,6
850,Exercise 1,28,260.1806305,2
851,Exercise 9,21,319.0068672,7
852,Exercise 4,54,477.7139892,1
853,Exercise 1,46,418.167066,6
854,Exercise 1,29,139.4602474,7
855,Exercise 1,38,391.3887273,10
856,Exercise 2,43,380.787887,10
857,Exercise 10,37,402.1127623,7
858,Exercise 10,58,329.0753192,7
859,Exercise 7,39,256.274608,3
860,Exercise 7,51,185.4503509,6
861,Exercise 8,42,217.1481696,10
862,Exercise 1,56,372.8505784,7
863,Exercise 9,23,186.7721477,2
864,Exercise 5,47,372.3081067,10
865,Exercise 5,25,343.4785538,7
866,Exercise 4,45,330.5417311,1
867,Exercise 10,56,465.258229,3
868,Exercise 6,56,472.4686178,9
869,Exercise 3,23,323.1310121,3
870,Exercise 3,28,180.7807528,6
871,Exercise 3,54,135.3739579,8
872,Exercise 1,21,100.8171249,10
873,Exercise 3,46,462.8386827,7
874,Exercise 3,55,256.7752865,5
875,Exercise 5,31,404.8349139,10
876,Exercise 5,42,165.2359521,5
877,Exercise 5,35,173.1615547,9
878,Exercise 5,47,403.7873481,5
879,Exercise 7,44,465.9585907,4
880,Exercise 10,26,324.3945641,6
881,Exercise 3,22,443.7914416,1
882,Exercise 4,38,301.740186,6
883,Exercise 2,27,237.2091041,1
884,Exercise 10,24,201.105826,1
885,Exercise 2,45,246.6226109,7
886,Exercise 5,22,458.1424681,7
887,Exercise 3,42,102.0398982,9
888,Exercise 1,32,423.9541624,10
889,Exercise 7,59,315.7532393,4
890,Exercise 9,27,289.8018695,4
891,Exercise 5,25,410.9064588,4
892,Exercise 1,56,126.1210925,6
893,Exercise 8,20,286.6909708,3
894,Exercise 5,45,465.961073,10
895,Exercise 3,37,309.0129545,7
896,Exercise 9,33,390.3935847,8
897,Exercise 7,44,342.548678,10
898,Exercise 7,35,106.4132817,4
899,Exercise 7,20,238.7262061,2
900,Exercise 3,51,491.9093239,2
901,Exercise 6,37,433.6209401,10
902,Exercise 9,24,216.3115831,10
903,Exercise 8,31,440.386177,4
904,Exercise 1,34,198.2423623,1
905,Exercise 10,53,299.9412377,2
906,Exercise 1,25,444.5400257,1
907,Exercise 1,46,434.2419322,7
908,Exercise 1,32,135.4414264,9
909,Exercise 7,21,273.2186518,7
910,Exercise 8,60,496.3403955,4
911,Exercise 3,60,179.8074075,8
912,Exercise 5,28,104.7045272,10
913,Exercise 8,54,433.39958,2
914,Exercise 4,22,269.4295034,4
915,Exercise 4,54,164.6719231,2
916,Exercise 6,33,239.9908334,1
917,Exercise 8,25,325.2010868,3
918,Exercise 3,38,142.9809507,4
919,Exercise 8,25,310.4636727,4
920,Exercise 9,43,395.432049,5
921,Exercise 9,22,332.9229849,2
922,Exercise 1,28,431.8649125,10
923,Exercise 10,55,375.897929,1
924,Exercise 6,35,190.2642051,5
925,Exercise 8,43,234.815832,8
926,Exercise 9,45,223.4818253,7
927,Exercise 4,53,334.2387586,5
928,Exercise 10,49,233.7292846,1
929,Exercise 9,35,299.1610069,6
930,Exercise 9,34,166.4654607,6
931,Exercise 8,44,188.8214197,4
932,Exercise 4,46,321.4566737,4
933,Exercise 1,26,383.1420432,6
934,Exercise 9,30,342.1483533,4
935,Exercise 1,29,179.3767193,4
936,Exercise 3,45,102.1511164,9
937,Exercise 2,42,384.8479959,1
938,Exercise 2,43,492.8911564,6
939,Exercise 5,38,136.2369864,8
940,Exercise 3,51,484.3642921,2
941,Exercise 2,39,289.2142595,1
942,Exercise 9,23,227.2208201,2
943,Exercise 3,22,142.1567326,4
944,Exercise 5,24,408.047696,1
945,Exercise 5,34,248.1259355,3
946,Exercise 3,38,390.9711952,8
947,Exercise 1,44,316.3210063,6
948,Exercise 3,34,172.890721,2
949,Exercise 5,56,478.5874154,4
950,Exercise 6,57,318.9146708,9
951,Exercise 2,49,332.3014109,2
952,Exercise 1,43,265.0913067,6
953,Exercise 8,25,338.0498032,2
954,Exercise 8,33,202.8338617,8
955,Exercise 4,49,338.1368816,5
956,Exercise 2,44,468.8856342,10
957,Exercise 5,51,114.2043064,7
958,Exercise 8,55,239.5664237,6
959,Exercise 5,41,264.740601,1
960,Exercise 10,23,230.099707,8
961,Exercise 5,57,315.2101926,10
962,Exercise 5,36,436.8934466,5
963,Exercise 9,41,213.9911805,7
964,Exercise 3,35,212.7345413,9
965,Exercise 1,41,206.0827002,7
966,Exercise 8,47,258.1297445,4
967,Exercise 6,48,401.5742377,8
968,Exercise 10,58,397.0154699,10
969,Exercise 1,47,318.6244878,5
970,Exercise 10,47,464.5616392,5
971,Exercise 4,57,194.4642487,7
972,Exercise 9,28,398.3121009,7
973,Exercise 10,51,486.824614,4
974,Exercise 5,39,394.4824792,1
975,Exercise 5,58,380.0062834,8
976,Exercise 10,43,246.5398564,2
977,Exercise 2,21,334.2476974,6
978,Exercise 8,35,409.7592216,2
979,Exercise 10,20,406.2495364,9
980,Exercise 8,58,202.4693245,2
981,Exercise 7,39,424.6454668,3
982,Exercise 4,43,287.7794309,7
983,Exercise 2,33,468.0831993,10
984,Exercise 7,54,159.7415071,4
985,Exercise 8,28,360.5950919,10
986,Exercise 5,59,255.9905052,5
987,Exercise 7,32,331.1545966,4
988,Exercise 5,29,167.1968829,8
989,Exercise 2,29,412.8612039,6
990,Exercise 8,30,347.1066305,5
991,Exercise 3,56,157.7344324,3
992,Exercise 10,31,335.0430364,5
993,Exercise 2,42,235.860477,3
994,Exercise 4,60,162.9388453,3
995,Exercise 8,47,460.9888802,2
996,Exercise 1,48,149.5248756,9
997,Exercise 5,20,241.9107859,8
998,Exercise 4,46,316.5047949,7
999,Exercise 5,31,246.0374158,4
1000,Exercise 6,47,197.2806886,3
1001,Exercise 5,57,471.1113045,4
1002,Exercise 5,58,318.9829625,8
1003,Exercise 1,44,186.4700524,9
1004,Exercise 2,54,220.8393558,2
1005,Exercise 9,47,379.1483854,7
1006,Exercise 6,53,448.6468096,8
1007,Exercise 2,20,158.9206394,8
1008,Exercise 5,27,455.6028096,3
1009,Exercise 4,40,200.038655,6
1010,Exercise 1,35,153.7189593,8
1011,Exercise 2,34,352.8501576,3
1012,Exercise 6,37,255.1434978,9
1013,Exercise 6,48,351.6036738,4
1014,Exercise 5,39,419.6115933,1
1015,Exercise 7,31,483.4830743,3
1016,Exercise 10,60,342.5860784,8
1017,Exercise 7,20,497.1232635,6
1018,Exercise 3,51,235.4681201,2
1019,Exercise 2,21,229.9937419,4
1020,Exercise 7,21,485.9583442,3
1021,Exercise 5,57,459.3281906,5
1022,Exercise 2,26,268.2681405,8
1023,Exercise 1,34,443.6092357,2
1024,Exercise 3,35,248.8645242,7
1025,Exercise 3,25,165.7767754,3
1026,Exercise 10,34,455.4802421,2
1027,Exercise 9,54,378.7877239,1
1028,Exercise 1,43,268.6811835,3
1029,Exercise 4,33,290.9617039,5
1030,Exercise 3,60,164.5709455,4
1031,Exercise 7,21,111.951783,2
1032,Exercise 4,43,354.3181384,5
1033,Exercise 7,59,181.9821425,3
1034,Exercise 2,36,378.9263416,9
1035,Exercise 10,33,124.442392,4
1036,Exercise 4,37,190.8560694,4
1037,Exercise 8,32,147.8641091,1
1038,Exercise 4,32,331.0037781,10
1039,Exercise 3,34,123.8325514,9
1040,Exercise 5,43,460.4258035,3
1041,Exercise 5,21,441.9724439,7
1042,Exercise 10,20,286.7269113,10
1043,Exercise 7,48,416.3789064,4
1044,Exercise 4,21,237.662261,1
1045,Exercise 9,44,441.8384091,1
1046,Exercise 4,55,276.3963284,9
1047,Exercise 4,37,429.8562947,9
1048,Exercise 6,35,479.3447041,9
1049,Exercise 8,42,263.2309514,9
1050,Exercise 2,35,379.6836634,2
1051,Exercise 7,57,248.4022094,6
1052,Exercise 7,52,471.6523274,4
1053,Exercise 8,41,315.134657,10
1054,Exercise 4,25,199.070095,1
1055,Exercise 6,51,153.9771711,4
1056,Exercise 1,39,267.0537986,1
1057,Exercise 2,42,352.5816581,2
1058,Exercise 10,49,494.3412068,6
1059,Exercise 6,58,286.1961007,3
1060,Exercise 6,41,162.6347389,6
1061,Exercise 9,30,203.526118,3
1062,Exercise 1,44,272.7428795,5
1063,Exercise 1,45,149.1698761,5
1064,Exercise 6,47,476.314961,10
1065,Exercise 5,33,440.9644402,1
1066,Exercise 4,22,402.3269957,6
1067,Exercise 7,59,282.1231772,10
1068,Exercise 1,26,242.6442661,2
1069,Exercise 9,41,146.2761942,6
1070,Exercise 10,24,370.9991573,1
1071,Exercise 3,49,254.4726245,7
1072,Exercise 4,59,157.9053802,7
1073,Exercise 6,43,293.1101426,5
1074,Exercise 4,36,181.2059271,6
1075,Exercise 3,60,177.8843021,5
1076,Exercise 9,22,459.8923208,2
1077,Exercise 2,52,304.8212345,10
1078,Exercise 3,36,361.2723881,9
1079,Exercise 5,51,258.3796766,6
1080,Exercise 2,57,153.2378135,2
1081,Exercise 8,25,202.2759224,7
1082,Exercise 9,60,344.37167,9
1083,Exercise 6,42,270.3879667,5
1084,Exercise 4,30,325.6644081,9
1085,Exercise 6,27,469.7764769,10
1086,Exercise 6,51,291.2966335,10
1087,Exercise 4,45,467.2520049,7
1088,Exercise 4,28,162.3240957,8
1089,Exercise 7,39,460.0235184,6
1090,Exercise 2,59,470.6964459,9
1091,Exercise 6,45,282.8562195,9
1092,Exercise 9,23,228.2634666,1
1093,Exercise 7,37,291.0981977,3
1094,Exercise 8,26,252.7797757,7
1095,Exercise 2,50,239.7739655,4
1096,Exercise 3,20,472.4770131,3
1097,Exercise 2,52,402.7701226,9
1098,Exercise 6,46,359.7106274,9
1099,Exercise 2,31,244.9505762,8
1100,Exercise 5,53,390.0232911,8
1101,Exercise 8,20,302.8808717,8
1102,Exercise 3,47,233.0826471,10
1103,Exercise 5,36,261.2529234,8
1104,Exercise 7,51,206.1528231,5
1105,Exercise 2,25,288.4002749,10
1106,Exercise 4,32,470.2955313,10
1107,Exercise 5,44,229.099368,6
1108,Exercise 5,56,424.8608163,10
1109,Exercise 10,20,214.1334901,9
1110,Exercise 8,46,392.2326512,5
1111,Exercise 7,33,199.6807832,5
1112,Exercise 2,59,187.9180752,6
1113,Exercise 1,54,206.6098795,1
1114,Exercise 3,42,177.6448542,2
1115,Exercise 9,30,379.7556381,5
1116,Exercise 8,50,225.8019498,9
1117,Exercise 3,58,432.2901133,3
1118,Exercise 6,43,120.0377092,3
1119,Exercise 10,54,329.7259511,5
1120,Exercise 9,26,365.703042,1
1121,Exercise 7,43,426.1015755,10
1122,Exercise 1,20,269.9155164,2
1123,Exercise 8,59,391.2564652,3
1124,Exercise 7,33,294.9099212,10
1125,Exercise 6,36,486.9604257,4
1126,Exercise 3,48,499.1198143,10
1127,Exercise 8,54,313.5284395,9
1128,Exercise 5,33,153.1342344,4
1129,Exercise 8,23,345.4395621,10
1130,Exercise 8,54,402.9507206,10
1131,Exercise 9,29,220.1928779,2
1132,Exercise 9,59,307.6081566,9
1133,Exercise 3,56,121.3400111,2
1134,Exercise 4,49,293.0007588,7
1135,Exercise 4,20,302.5139055,7
1136,Exercise 1,49,462.5884207,2
1137,Exercise 4,43,195.6545515,4
1138,Exercise 1,32,368.5759237,1
1139,Exercise 2,52,497.3445312,2
1140,Exercise 6,38,390.2524286,2
1141,Exercise 9,37,454.999775,2
1142,Exercise 2,37,237.065207,8
1143,Exercise 10,35,220.6781549,5
1144,Exercise 7,55,194.0285692,1
1145,Exercise 8,51,382.4137967,9
1146,Exercise 3,57,139.7260242,9
1147,Exercise 8,51,491.5558116,6
1148,Exercise 9,26,295.7498208,7
1149,Exercise 5,24,229.2967447,5
1150,Exercise 9,44,377.2350325,7
1151,Exercise 1,26,136.799053,2
1152,Exercise 3,38,156.0292691,1
1153,Exercise 10,48,363.3329258,8
1154,Exercise 2,53,323.322721,4
1155,Exercise 4,42,118.9293663,5
1156,Exercise 9,55,103.4077729,1
1157,Exercise 1,24,347.7857184,6
1158,Exercise 10,33,374.0698299,9
1159,Exercise 2,48,303.5326009,9
1160,Exercise 1,48,122.9568864,3
1161,Exercise 7,53,351.5153421,1
1162,Exercise 6,21,476.5312529,5
1163,Exercise 9,58,119.318077,1
1164,Exercise 6,34,452.9872239,7
1165,Exercise 8,45,124.640034,2
1166,Exercise 5,39,234.4421739,2
1167,Exercise 6,38,169.8151835,10
1168,Exercise 3,45,414.4895656,5
1169,Exercise 7,44,403.5327113,1
1170,Exercise 5,58,497.0456839,9
1171,Exercise 10,48,274.0554667,2
1172,Exercise 7,40,251.5909139,6
1173,Exercise 4,26,286.6270999,10
1174,Exercise 10,54,319.9643785,9
1175,Exercise 7,31,154.9516565,9
1176,Exercise 6,60,495.1174753,5
1177,Exercise 9,36,250.4155555,8
1178,Exercise 9,33,240.3380666,10
1179,Exercise 3,43,450.0985289,6
1180,Exercise 5,51,384.4423529,7
1181,Exercise 8,32,493.3697935,5
1182,Exercise 8,40,217.4564324,6
1183,Exercise 3,59,244.4497077,8
1184,Exercise 2,30,224.546633,9
1185,Exercise 8,25,162.3551795,3
1186,Exercise 7,49,385.8101995,7
1187,Exercise 6,22,248.3805545,3
1188,Exercise 6,37,138.2748603,5
1189,Exercise 4,39,455.9957131,3
1190,Exercise 6,57,245.0932438,7
1191,Exercise 1,57,134.0670043,5
1192,Exercise 5,40,462.0272392,2
1193,Exercise 8,45,191.4835148,1
1194,Exercise 8,23,480.1571167,5
1195,Exercise 8,37,221.2327366,6
1196,Exercise 5,34,172.7737226,4
1197,Exercise 9,22,222.6653895,8
1198,Exercise 5,29,145.4345932,1
1199,Exercise 4,39,392.1928159,5
1200,Exercise 4,53,256.8632687,3
1201,Exercise 4,37,412.8450077,7
1202,Exercise 3,36,289.4695531,2
1203,Exercise 7,49,382.9806095,3
1204,Exercise 5,43,497.5055234,6
1205,Exercise 4,36,474.250257,1
1206,Exercise 9,26,485.7324642,6
1207,Exercise 4,48,490.0999329,6
1208,Exercise 5,47,412.8366881,3
1209,Exercise 3,56,140.2866781,4
1210,Exercise 6,43,258.3300069,6
1211,Exercise 10,27,143.7643935,1
1212,Exercise 10,58,437.5092959,4
1213,Exercise 9,31,142.5532078,3
1214,Exercise 6,25,398.7192628,6
1215,Exercise 1,40,437.9381057,5
1216,Exercise 6,40,455.6836518,1
1217,Exercise 4,30,212.6397435,9
1218,Exercise 3,20,399.1868185,1
1219,Exercise 5,60,264.3640517,3
1220,Exercise 10,36,210.7590049,5
1221,Exercise 3,20,309.2233373,1
1222,Exercise 2,25,345.5126398,6
1223,Exercise 3,44,261.1235162,5
1224,Exercise 7,26,434.6607157,6
1225,Exercise 9,46,233.2246017,9
1226,Exercise 9,36,112.7552538,8
1227,Exercise 7,40,212.8740495,3
1228,Exercise 3,39,323.8020372,9
1229,Exercise 7,26,191.7006553,6
1230,Exercise 10,36,470.8043757,8
1231,Exercise 10,31,499.469389,10
1232,Exercise 4,25,290.6342623,1
1233,Exercise 2,30,476.784066,6
1234,Exercise 3,26,308.5687862,7
1235,Exercise 7,51,448.4968511,5
1236,Exercise 4,26,229.7027804,5
1237,Exercise 8,26,286.938181,6
1238,Exercise 5,33,389.4549058,7
1239,Exercise 10,41,483.2205114,1
1240,Exercise 8,56,348.8497375,7
1241,Exercise 2,24,111.2424286,3
1242,Exercise 5,32,395.7273903,8
1243,Exercise 10,25,278.9326736,3
1244,Exercise 5,56,240.6765304,5
1245,Exercise 8,22,302.9070343,2
1246,Exercise 6,21,228.4028087,4
1247,Exercise 10,49,285.8977732,5
1248,Exercise 2,26,166.8134957,8
1249,Exercise 4,34,208.2767999,5
1250,Exercise 3,35,323.152078,7
1251,Exercise 5,37,158.6397819,5
1252,Exercise 2,42,251.8977961,6
1253,Exercise 7,60,398.7515546,8
1254,Exercise 2,58,284.9602423,10
1255,Exercise 5,30,487.2492538,3
1256,Exercise 9,40,425.5654514,8
1257,Exercise 1,43,416.3543749,1
1258,Exercise 4,21,277.2572948,1
1259,Exercise 10,47,155.1713756,1
1260,Exercise 10,36,315.9504184,8
1261,Exercise 2,57,483.846052,9
1262,Exercise 5,55,474.2958554,1
1263,Exercise 4,25,334.6002455,6
1264,Exercise 1,28,337.8037502,1
1265,Exercise 7,34,497.3844806,2
1266,Exercise 8,53,351.5794091,8
1267,Exercise 2,49,292.7667682,4
1268,Exercise 9,43,386.9984545,8
1269,Exercise 3,58,420.328058,5
1270,Exercise 10,43,115.3049248,9
1271,Exercise 5,32,440.2505199,1
1272,Exercise 2,53,243.2626189,6
1273,Exercise 2,27,242.9459727,10
1274,Exercise 6,60,110.0936135,10
1275,Exercise 1,32,126.682745,3
1276,Exercise 3,20,482.5556173,10
1277,Exercise 8,22,180.5731018,8
1278,Exercise 4,20,132.5519191,8
1279,Exercise 6,21,272.0461926,1
1280,Exercise 4,53,131.5236592,10
1281,Exercise 10,36,220.1836261,4
1282,Exercise 1,41,317.0952789,2
1283,Exercise 10,53,439.2054302,1
1284,Exercise 6,50,199.8216427,7
1285,Exercise 10,21,128.3047852,9
1286,Exercise 6,38,461.5560362,8
1287,Exercise 6,36,184.8659399,10
1288,Exercise 5,29,404.8550843,9
1289,Exercise 6,37,205.4542319,8
1290,Exercise 9,60,462.5433564,10
1291,Exercise 5,56,437.7408099,10
1292,Exercise 1,40,303.7871757,6
1293,Exercise 10,35,192.5014018,4
1294,Exercise 9,30,277.3884062,5
1295,Exercise 5,29,137.5834754,5
1296,Exercise 6,32,266.9175378,1
1297,Exercise 2,29,140.7493927,5
1298,Exercise 2,49,355.5510692,7
1299,Exercise 3,45,176.2181587,3
1300,Exercise 8,23,251.0869999,2
1301,Exercise 2,30,220.9869606,7
1302,Exercise 6,45,431.2226394,9
1303,Exercise 7,53,405.9524374,1
1304,Exercise 8,23,369.9529459,7
1305,Exercise 5,59,320.8127288,9
1306,Exercise 10,31,232.3517873,6
1307,Exercise 3,58,368.0611095,3
1308,Exercise 8,51,453.0992153,2
1309,Exercise 3,29,436.7807271,8
1310,Exercise 6,50,351.3665316,3
1311,Exercise 1,56,477.4161297,5
1312,Exercise 8,42,154.6609467,10
1313,Exercise 3,47,173.8278392,10
1314,Exercise 7,40,398.7470963,10
1315,Exercise 7,58,264.3753305,4
1316,Exercise 8,29,431.8683719,4
1317,Exercise 10,53,375.2590785,8
1318,Exercise 1,52,488.7017015,5
1319,Exercise 7,20,390.3160752,6
1320,Exercise 2,54,231.5202935,8
1321,Exercise 8,21,134.9360022,10
1322,Exercise 10,48,412.1433699,5
1323,Exercise 7,60,422.4184157,6
1324,Exercise 7,25,373.1221957,2
1325,Exercise 3,51,430.9450318,9
1326,Exercise 6,40,229.6350943,5
1327,Exercise 5,30,125.2213256,3
1328,Exercise 2,52,450.5810451,5
1329,Exercise 2,30,200.6749022,6
1330,Exercise 7,24,475.5633622,8
1331,Exercise 7,46,243.3980606,5
1332,Exercise 8,27,118.3621831,1
1333,Exercise 9,46,250.4691299,6
1334,Exercise 7,37,188.4527864,5
1335,Exercise 9,37,107.7136678,3
1336,Exercise 5,33,234.5231056,7
1337,Exercise 9,37,343.7092553,9
1338,Exercise 4,31,465.1517306,1
1339,Exercise 10,51,384.1218693,8
1340,Exercise 6,48,336.8089855,10
1341,Exercise 8,50,397.3097751,4
1342,Exercise 7,59,473.4983079,10
1343,Exercise 5,56,366.3149122,10
1344,Exercise 8,50,122.8322138,4
1345,Exercise 4,59,494.8277905,8
1346,Exercise 4,31,463.7516278,9
1347,Exercise 5,26,218.2907683,5
1348,Exercise 1,27,420.5033108,7
1349,Exercise 7,60,368.2263539,1
1350,Exercise 3,21,421.1660064,6
1351,Exercise 10,24,438.2204109,4
1352,Exercise 2,28,322.2203227,1
1353,Exercise 2,32,206.674512,8
1354,Exercise 1,33,420.0905699,3
1355,Exercise 2,31,341.755844,6
1356,Exercise 8,42,319.0932637,9
1357,Exercise 7,57,170.7203478,1
1358,Exercise 6,56,368.5446267,3
1359,Exercise 2,42,330.4566099,8
1360,Exercise 6,23,223.6181911,1
1361,Exercise 6,53,379.1055935,8
1362,Exercise 8,23,146.3020064,2
1363,Exercise 1,36,278.3607433,9
1364,Exercise 5,28,161.8083552,2
1365,Exercise 6,38,485.7356082,8
1366,Exercise 5,41,133.0726902,7
1367,Exercise 10,20,496.833931,6
1368,Exercise 4,28,442.3263305,2
1369,Exercise 10,22,253.0569035,7
1370,Exercise 6,46,240.5285481,9
1371,Exercise 3,36,194.0230348,10
1372,Exercise 2,27,456.5112759,3
1373,Exercise 2,51,291.615166,2
1374,Exercise 10,53,229.4822614,2
1375,Exercise 1,59,252.9407761,8
1376,Exercise 6,36,292.3510209,10
1377,Exercise 7,51,371.05946,8
1378,Exercise 4,57,420.4431128,8
1379,Exercise 1,26,188.7721477,6
1380,Exercise 2,58,393.4651723,6
1381,Exercise 9,58,439.2958244,2
1382,Exercise 9,28,415.5687572,2
1383,Exercise 5,23,340.5204191,1
1384,Exercise 1,55,107.5426171,7
1385,Exercise 7,27,280.2025412,1
1386,Exercise 2,59,401.5118209,1
1387,Exercise 1,46,215.4025353,7
1388,Exercise 6,53,472.8842644,8
1389,Exercise 10,25,452.4305079,4
1390,Exercise 5,23,423.5263821,8
1391,Exercise 8,44,344.4152182,4
1392,Exercise 6,54,401.2688491,4
1393,Exercise 2,60,483.9417791,10
1394,Exercise 7,24,321.7249052,2
1395,Exercise 10,25,132.7139134,7
1396,Exercise 7,29,170.8059674,5
1397,Exercise 6,22,356.4168235,4
1398,Exercise 8,22,435.4755773,6
1399,Exercise 8,47,323.9031529,8
1400,Exercise 6,27,267.6860694,4
1401,Exercise 6,38,280.065319,8
1402,Exercise 2,43,396.3321585,1
1403,Exercise 5,49,198.3174936,9
1404,Exercise 10,47,167.9966065,1
1405,Exercise 3,31,241.4443889,6
1406,Exercise 5,50,236.0766614,1
1407,Exercise 1,59,416.5850965,3
1408,Exercise 9,35,173.2933557,3
1409,Exercise 1,58,318.3628965,8
1410,Exercise 7,51,338.0502883,6
1411,Exercise 9,46,198.2195641,10
1412,Exercise 2,30,488.7330306,1
1413,Exercise 3,59,139.4745556,4
1414,Exercise 5,24,137.380076,4
1415,Exercise 10,33,239.4348273,9
1416,Exercise 8,56,444.6992823,3
1417,Exercise 8,51,149.0633406,1
1418,Exercise 5,60,394.6466637,8
1419,Exercise 1,28,299.456152,5
1420,Exercise 1,38,345.3533659,1
1421,Exercise 6,35,196.855735,4
1422,Exercise 10,29,248.3806343,4
1423,Exercise 8,46,199.7305682,1
1424,Exercise 5,60,334.5743093,7
1425,Exercise 7,34,416.4445772,3
1426,Exercise 6,52,463.0918012,6
1427,Exercise 3,59,401.108823,10
1428,Exercise 10,26,236.1693842,8
1429,Exercise 7,34,470.5824682,4
1430,Exercise 7,46,493.5577529,5
1431,Exercise 2,59,278.3084535,6
1432,Exercise 4,58,444.4839763,9
1433,Exercise 2,57,262.7202968,3
1434,Exercise 5,38,107.3406003,7
1435,Exercise 8,57,271.3059975,2
1436,Exercise 7,40,212.4625142,9
1437,Exercise 10,36,403.6966285,9
1438,Exercise 9,49,488.5922311,3
1439,Exercise 8,53,396.2980235,3
1440,Exercise 4,21,401.9023759,1
1441,Exercise 10,34,423.4228704,8
1442,Exercise 10,27,100.7159422,5
1443,Exercise 5,30,494.2259605,7
1444,Exercise 5,55,291.7430827,4
1445,Exercise 5,58,135.9016038,10
1446,Exercise 9,47,336.9607152,7
1447,Exercise 4,55,438.095402,9
1448,Exercise 3,24,416.4868002,1
1449,Exercise 5,42,482.1131089,7
1450,Exercise 3,52,386.4863697,1
1451,Exercise 8,32,224.6120062,5
1452,Exercise 10,29,344.7820762,7
1453,Exercise 1,41,460.7485834,1
